"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"eco00053 Ascorbate and aldarate metabolism",NA,NA,NA,NA,1,NA
"eco00061 Fatty acid biosynthesis",NA,NA,NA,NA,2,NA
"eco00071 Fatty acid degradation",NA,NA,NA,NA,2,NA
"eco00130 Ubiquinone and other terpenoid-quinone biosynthesis",NA,NA,NA,NA,1,NA
"eco00190 Oxidative phosphorylation",NA,NA,NA,NA,6,NA
"eco00240 Pyrimidine metabolism",NA,NA,NA,NA,9,NA
"eco00250 Alanine, aspartate and glutamate metabolism",NA,NA,NA,NA,6,NA
"eco00270 Cysteine and methionine metabolism",NA,NA,NA,NA,8,NA
"eco00280 Valine, leucine and isoleucine degradation",NA,NA,NA,NA,4,NA
"eco00281 Geraniol degradation",NA,NA,NA,NA,2,NA
"eco00290 Valine, leucine and isoleucine biosynthesis",NA,NA,NA,NA,7,NA
"eco00300 Lysine biosynthesis",NA,NA,NA,NA,4,NA
"eco00310 Lysine degradation",NA,NA,NA,NA,3,NA
"eco00330 Arginine and proline metabolism",NA,NA,NA,NA,2,NA
"eco00332 Carbapenem biosynthesis",NA,NA,NA,NA,0,NA
"eco00340 Histidine metabolism",NA,NA,NA,NA,0,NA
"eco00350 Tyrosine metabolism",NA,NA,NA,NA,0,NA
"eco00360 Phenylalanine metabolism",NA,NA,NA,NA,1,NA
"eco00361 Chlorocyclohexane and chlorobenzene degradation",NA,NA,NA,NA,0,NA
"eco00362 Benzoate degradation",NA,NA,NA,NA,2,NA
"eco00364 Fluorobenzoate degradation",NA,NA,NA,NA,0,NA
"eco00380 Tryptophan metabolism",NA,NA,NA,NA,2,NA
"eco00400 Phenylalanine, tyrosine and tryptophan biosynthesis",NA,NA,NA,NA,1,NA
"eco00401 Novobiocin biosynthesis",NA,NA,NA,NA,0,NA
"eco00410 beta-Alanine metabolism",NA,NA,NA,NA,4,NA
"eco00430 Taurine and hypotaurine metabolism",NA,NA,NA,NA,0,NA
"eco00440 Phosphonate and phosphinate metabolism",NA,NA,NA,NA,0,NA
"eco00450 Selenocompound metabolism",NA,NA,NA,NA,2,NA
"eco00460 Cyanoamino acid metabolism",NA,NA,NA,NA,2,NA
"eco00471 D-Glutamine and D-glutamate metabolism",NA,NA,NA,NA,0,NA
"eco00473 D-Alanine metabolism",NA,NA,NA,NA,1,NA
"eco00480 Glutathione metabolism",NA,NA,NA,NA,3,NA
"eco00500 Starch and sucrose metabolism",NA,NA,NA,NA,8,NA
"eco00511 Other glycan degradation",NA,NA,NA,NA,2,NA
"eco00520 Amino sugar and nucleotide sugar metabolism",NA,NA,NA,NA,5,NA
"eco00521 Streptomycin biosynthesis",NA,NA,NA,NA,1,NA
"eco00523 Polyketide sugar unit biosynthesis",NA,NA,NA,NA,0,NA
"eco00540 Lipopolysaccharide biosynthesis",NA,NA,NA,NA,0,NA
"eco00550 Peptidoglycan biosynthesis",NA,NA,NA,NA,1,NA
"eco00561 Glycerolipid metabolism",NA,NA,NA,NA,3,NA
"eco00562 Inositol phosphate metabolism",NA,NA,NA,NA,1,NA
"eco00564 Glycerophospholipid metabolism",NA,NA,NA,NA,6,NA
"eco00565 Ether lipid metabolism",NA,NA,NA,NA,0,NA
"eco00590 Arachidonic acid metabolism",NA,NA,NA,NA,0,NA
"eco00592 alpha-Linolenic acid metabolism",NA,NA,NA,NA,1,NA
"eco00600 Sphingolipid metabolism",NA,NA,NA,NA,0,NA
"eco00621 Dioxin degradation",NA,NA,NA,NA,0,NA
"eco00622 Xylene degradation",NA,NA,NA,NA,0,NA
"eco00623 Toluene degradation",NA,NA,NA,NA,0,NA
"eco00625 Chloroalkane and chloroalkene degradation",NA,NA,NA,NA,0,NA
"eco00626 Naphthalene degradation",NA,NA,NA,NA,0,NA
"eco00627 Aminobenzoate degradation",NA,NA,NA,NA,2,NA
"eco00630 Glyoxylate and dicarboxylate metabolism",NA,NA,NA,NA,8,NA
"eco00633 Nitrotoluene degradation",NA,NA,NA,NA,0,NA
"eco00640 Propanoate metabolism",NA,NA,NA,NA,7,NA
"eco00660 C5-Branched dibasic acid metabolism",NA,NA,NA,NA,5,NA
"eco00670 One carbon pool by folate",NA,NA,NA,NA,4,NA
"eco00680 Methane metabolism",NA,NA,NA,NA,7,NA
"eco00730 Thiamine metabolism",NA,NA,NA,NA,0,NA
"eco00740 Riboflavin metabolism",NA,NA,NA,NA,0,NA
"eco00750 Vitamin B6 metabolism",NA,NA,NA,NA,1,NA
"eco00760 Nicotinate and nicotinamide metabolism",NA,NA,NA,NA,0,NA
"eco00770 Pantothenate and CoA biosynthesis",NA,NA,NA,NA,6,NA
"eco00780 Biotin metabolism",NA,NA,NA,NA,3,NA
"eco00785 Lipoic acid metabolism",NA,NA,NA,NA,0,NA
"eco00790 Folate biosynthesis",NA,NA,NA,NA,2,NA
"eco00860 Porphyrin and chlorophyll metabolism",NA,NA,NA,NA,2,NA
"eco00900 Terpenoid backbone biosynthesis",NA,NA,NA,NA,0,NA
"eco00903 Limonene and pinene degradation",NA,NA,NA,NA,1,NA
"eco00910 Nitrogen metabolism",NA,NA,NA,NA,2,NA
"eco00920 Sulfur metabolism",NA,NA,NA,NA,4,NA
"eco00930 Caprolactam degradation",NA,NA,NA,NA,1,NA
"eco01040 Biosynthesis of unsaturated fatty acids",NA,NA,NA,NA,1,NA
"eco01053 Biosynthesis of siderophore group nonribosomal peptides",NA,NA,NA,NA,0,NA
"eco01212 Fatty acid metabolism",NA,NA,NA,NA,4,NA
"eco01220 Degradation of aromatic compounds",NA,NA,NA,NA,0,NA
